drv_trade_id,drv_trade_client_trader_id,drv_trade_client_account_execution_id,floor_broker,date,side,quantity,component_type,contract_type,symbol,expiry,strike,option,price,client_id,client,trader,modifiedDate,modifiedSide,modifiedQuantity,modifiedSymbol,modifiedExpiry,modifiedExpiryMonthOnly,modifiedExpiryYearOnly,modifiedStrike,modifiedOption,modifiedPrice,charge,groupsSeparated,key
56332,114967,291520,WEX FIX,6/24/2021,sell,88,leg,option,FPAC,8/20/2021,10,call,0.2057,659,milton arbitrage,milton,24/6/2021,s,88,fpac,20/8/2021,8,2021,10,c,0.21,34.7,"[{""drv_trade_id"":""56332"",""drv_trade_client_trader_id"":""114967"",""drv_trade_client_account_execution_id"":""291520"",""floor_broker"":""WEX FIX"",""date"":""6/24/2021"",""side"":""sell"",""quantity"":""88"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2057"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""24/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":88,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.21}]",24/6/2021|s|fpac|10|20/8/2021|c|0.21|88
56335,114970,291526,Mando,6/24/2021,sell,75,leg,option,CCV,8/20/2021,10,call,0.25,714,vivaldi,vivaldi,24/6/2021,s,75,ccv,20/8/2021,8,2021,10,c,0.25,56.01,"[{""drv_trade_id"":""56335"",""drv_trade_client_trader_id"":""114970"",""drv_trade_client_account_execution_id"":""291526"",""floor_broker"":""Mando"",""date"":""6/24/2021"",""side"":""sell"",""quantity"":""75"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CCV"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.25"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""24/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":75,""modifiedSymbol"":""ccv"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.25}]",24/6/2021|s|ccv|10|20/8/2021|c|0.25|75
56334,114969,291524,Mando,6/24/2021,sell,130,leg,option,BTWN,8/20/2021,10,call,0.274,714,vivaldi,vivaldi,24/6/2021,s,130,btwn,20/8/2021,8,2021,10,c,0.27,-14.19,"[{""drv_trade_id"":""56334"",""drv_trade_client_trader_id"":""114969"",""drv_trade_client_account_execution_id"":""291524"",""floor_broker"":""Mando"",""date"":""6/24/2021"",""side"":""sell"",""quantity"":""130"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""BTWN"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.274"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""24/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":130,""modifiedSymbol"":""btwn"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.27}]",24/6/2021|s|btwn|10|20/8/2021|c|0.27|130
56418,115146,291920,Mando,6/25/2021,sell,559,leg,option,FPAC,8/20/2021,10,call,0.2268,714,vivaldi,vivaldi,25/6/2021,s,559,fpac,20/8/2021,8,2021,10,c,0.23,55.65,"[{""drv_trade_id"":""56418"",""drv_trade_client_trader_id"":""115146"",""drv_trade_client_account_execution_id"":""291920"",""floor_broker"":""Mando"",""date"":""6/25/2021"",""side"":""sell"",""quantity"":""559"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2268"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""25/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":559,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.23}]",25/6/2021|s|fpac|10|20/8/2021|c|0.23|559
56421,115150,291928,Mando,6/25/2021,sell,532,leg,option,FPAC,8/20/2021,10,call,0.2282,659,milton arbitrage,milton,25/6/2021,s,532,fpac,20/8/2021,8,2021,10,c,0.23,39.75,"[{""drv_trade_id"":""56421"",""drv_trade_client_trader_id"":""115150"",""drv_trade_client_account_execution_id"":""291928"",""floor_broker"":""Mando"",""date"":""6/25/2021"",""side"":""sell"",""quantity"":""532"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2282"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""25/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":532,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.23}]",25/6/2021|s|fpac|10|20/8/2021|c|0.23|532
56419,115147,291922,Mando,6/25/2021,sell,208,leg,option,CCV,8/20/2021,10,call,0.25,714,vivaldi,vivaldi,25/6/2021,s,208,ccv,20/8/2021,8,2021,10,c,0.25,127.9,"[{""drv_trade_id"":""56419"",""drv_trade_client_trader_id"":""115147"",""drv_trade_client_account_execution_id"":""291922"",""floor_broker"":""Mando"",""date"":""6/25/2021"",""side"":""sell"",""quantity"":""208"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CCV"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.25"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""25/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":208,""modifiedSymbol"":""ccv"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.25}]",25/6/2021|s|ccv|10|20/8/2021|c|0.25|208
56571,115508,292878,Mando,6/29/2021,sell,9,leg,option,FPAC,8/20/2021,10,call,0.2,714,vivaldi,vivaldi,29/6/2021,s,9,fpac,20/8/2021,8,2021,10,c,0.2,-7.2,"[{""drv_trade_id"":""56571"",""drv_trade_client_trader_id"":""115508"",""drv_trade_client_account_execution_id"":""292878"",""floor_broker"":""Mando"",""date"":""6/29/2021"",""side"":""sell"",""quantity"":""9"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""29/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":9,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.2}]",29/6/2021|s|fpac|10|20/8/2021|c|0.2|9
56675,115751,293453,Mando,6/30/2021,sell,35,leg,option,FPAC,8/20/2021,10,call,0.15,714,vivaldi,vivaldi,30/6/2021,s,35,fpac,20/8/2021,8,2021,10,c,0.15,21.31,"[{""drv_trade_id"":""56675"",""drv_trade_client_trader_id"":""115751"",""drv_trade_client_account_execution_id"":""293453"",""floor_broker"":""Mando"",""date"":""6/30/2021"",""side"":""sell"",""quantity"":""35"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.15"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""30/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":35,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.15}]",30/6/2021|s|fpac|10|20/8/2021|c|0.15|35
54455,110795,279391,Mando,06/01/2021,buy,500,leg,option,TSM,9/17/2021,120,call,6.8,251,ubs,Jerry Kao,1/6/2021,b,500,tsm,17/9/2021,9,2021,120,c,6.8,35,undefined,undefined
62102,127622,323850,XFA,06/01/2021,buy,840,hedge,option,VIX,7/21/2021,21,put,3.1,251,ubs,harsh mundhra,1/6/2021,b,840,vix,21/7/2021,7,2021,21,p,3.1,58.8,undefined,undefined
62102,127622,323848,XFA,06/01/2021,buy,2000,leg,option,VIX,7/21/2021,25,call,2.22,251,ubs,harsh mundhra,1/6/2021,b,2000,vix,21/7/2021,7,2021,25,c,2.22,140,undefined,undefined
54691,111371,280797,XFA,06/03/2021,sell,380,hedge,option,VIX,8/18/2021,22,put,3.6,251,ubs,harsh mundhra,3/6/2021,s,380,vix,18/8/2021,8,2021,22,p,3.6,26.6,undefined,undefined
54691,111370,280793,XFA,06/03/2021,buy,380,hedge,option,VIX,8/18/2021,22,call,4,234,optiver amsterdam,ams vix,3/6/2021,b,380,vix,18/8/2021,8,2021,22,c,4,26.6,undefined,undefined
54691,111371,280795,XFA,06/03/2021,sell,1000,leg,option,VIX,8/18/2021,30,call,2.33,251,ubs,harsh mundhra,3/6/2021,s,1000,vix,18/8/2021,8,2021,30,c,2.33,70,undefined,undefined
54690,111369,280791,XFA,06/03/2021,sell,840,hedge,option,VIX,10/20/2021,23,put,4.04,251,ubs,harsh mundhra,3/6/2021,s,840,vix,20/10/2021,10,2021,23,p,4.04,58.8,undefined,undefined
54690,111369,280789,XFA,06/03/2021,sell,3000,leg,option,VIX,10/20/2021,40,call,1.93,251,ubs,harsh mundhra,3/6/2021,s,3000,vix,20/10/2021,10,2021,40,c,1.93,210,undefined,undefined
55388,112935,284707,Mando,6/15/2021,sell,1000,leg,option,IWM,12/17/2021,220,put,10.62,202,csfb ny,Jonathan Calo,15/6/2021,s,1000,iwm,17/12/2021,12,2021,220,p,10.62,70,undefined,undefined
55388,112935,284708,Mando,6/15/2021,sell,1000,leg,option,IWM,12/17/2021,245,call,6.43,202,csfb ny,Jonathan Calo,15/6/2021,s,1000,iwm,17/12/2021,12,2021,245,c,6.43,70,undefined,undefined
55431,113051,284996,Mando,6/15/2021,sell,1,leg,option,CCV,8/20/2021,10,call,0.45,714,vivaldi,vivaldi,15/6/2021,s,1,ccv,20/8/2021,8,2021,10,c,0.45,-0.8,undefined,undefined
55421,113027,284924,Mando,6/15/2021,sell,5000,leg,option,HYG,7/16/2021,95,put,7.8,251,ubs,nelson zhu,15/6/2021,s,5000,hyg,16/7/2021,7,2021,95,p,7.8,350,undefined,undefined
55421,113026,284920,Mando,6/15/2021,buy,5000,leg,option,HYG,7/16/2021,95,call,0.01,202,csfb ny,Jonathan Calo,15/6/2021,b,5000,hyg,16/7/2021,7,2021,95,c,0.01,350,undefined,undefined
55531,113287,285836,Mando,6/16/2021,sell,800,leg,option,LQD,6/18/2021,140,call,0.02,251,ubs,nelson zhu,16/6/2021,s,800,lqd,18/6/2021,6,2021,140,c,0.02,56,undefined,undefined
55531,113287,285839,Mando,6/16/2021,sell,800,leg,option,LQD,7/16/2021,140,put,7.37,251,ubs,nelson zhu,16/6/2021,s,800,lqd,16/7/2021,7,2021,140,p,7.37,56,undefined,undefined
54459,110806,279422,Mando,06/01/2021,sell,900,leg,option,AAPL,11/19/2021,120,put,6.9,229,morgan stanley,Faycal Sais,1/6/2021,s,900,aapl,19/11/2021,11,2021,120,p,6.9,45,undefined,undefined
