charge,drv_trade_client_account_execution_id,drv_trade_floor_broker_id
-3,undefined,1
-7.199999999999999,undefined,1
-7.199999999999999,undefined,1
-8.1,undefined,1
-3,undefined,1
-6,undefined,1
-8,undefined,1
-8,undefined,1
-6,undefined,1
-7.199999999999999,undefined,1
-7.199999999999999,undefined,1
-8.1,undefined,1
-3,undefined,1
-8.1,undefined,1
-5.6,undefined,1
-6.4,undefined,1
-3,undefined,1
-5.6,undefined,1
-6.48,undefined,1
-4.5,undefined,1
-7.199999999999999,undefined,1
-7.199999999999999,undefined,1
-6,undefined,1
-8,undefined,1
-8.1,undefined,1
-3,undefined,1
-7.199999999999999,undefined,1
-7.199999999999999,undefined,1
-6,undefined,1
-8,undefined,1
-3,undefined,1
-8.1,undefined,1
-7.199999999999999,undefined,1
-6,undefined,1
-7.199999999999999,undefined,1
-8,undefined,1
-8.1,undefined,1
-3,undefined,1
-7.199999999999999,undefined,1
-7.199999999999999,undefined,1
-6,undefined,1
-8,undefined,1
-8.1,undefined,1
-3,undefined,1
-0.81,undefined,1
13.5,undefined,1
0.05,undefined,1
0.05,undefined,1
0.05,undefined,1
0.0525,undefined,1
-4.86,undefined,1
-0.8,undefined,1
-3.75,undefined,1
-1.5,undefined,1
-4.8,undefined,1
-4,undefined,1
-4,undefined,1
9,undefined,1
0.2,undefined,1
9,undefined,1
9,undefined,1
13.5,undefined,1
8.1,undefined,1
2.7000000000000006,undefined,1
9,undefined,1
0.2625,undefined,1
0.25,undefined,1
-0.81,312673,1
-0.81,undefined,1
-0.8,undefined,1
-0.8,undefined,1
-0.81,undefined,1
-1.6,undefined,1
-0.8,undefined,1
-0.8,undefined,1
-0.81,undefined,1
-1.6,undefined,1
0.84,undefined,1
0.84,undefined,1
0.63,undefined,1
0.12,undefined,1
0.04,undefined,1
0.525,undefined,1
0.105,undefined,1
2.7,undefined,1
0.54,undefined,1
0.54,undefined,1
0.525,undefined,1
4.2,undefined,1
3.36,undefined,1
0.6500000000000001,undefined,1
0.5,undefined,1
4.32,undefined,1
2.2,undefined,1
1.6499999999999997,undefined,1
2.12,undefined,1
0.1,undefined,1
2.04,undefined,1
6.12,undefined,1
0.5,undefined,1
3.24,undefined,1
7.7,undefined,1
-0.15,undefined,1
-3,undefined,1
0.55,undefined,1
2.16,undefined,1
1.62,undefined,1
0.6500000000000001,undefined,1
0.54,undefined,1
1.08,undefined,1
0.96,undefined,1
0.48,undefined,1
2.2,undefined,1
3.85,undefined,1
1.26,undefined,1
34.1,undefined,1
2.2,undefined,1
2.2,undefined,1
0.4724999999999999,undefined,1
1.6499999999999997,undefined,1
8.64,undefined,1
2.04,undefined,1
0.25,undefined,1
3.85,undefined,1
0.44999999999999996,undefined,1
3.7799999999999994,undefined,1
3.18,undefined,1
2.12,undefined,1
-0.15,undefined,1
3.24,undefined,1
1.62,undefined,1
0.55,undefined,1
7.14,undefined,1
2.16,undefined,1
0.54,undefined,1
0.2,undefined,1
7.68,undefined,1
0.96,undefined,1
2.7,undefined,1
0.48,undefined,1
-1.14,undefined,1
-0.4,undefined,1
-1.11,undefined,1
-0.6,undefined,1
-7.6000000000000005,undefined,1
-0.6,undefined,1
-0.75,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.6,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-0.6,undefined,1
-0.6,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-0.6,undefined,1
-0.6,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-0.6,undefined,1
-0.6,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-0.6,undefined,1
-0.6,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-0.6,undefined,1
-0.6,undefined,1
-1.4,undefined,1
-0.2,undefined,1
-0.4,undefined,1
1.1,undefined,1
3.2999999999999994,undefined,1
1.4400000000000002,undefined,1
2.75,undefined,1
3.06,undefined,1
0.48,undefined,1
1.62,undefined,1
0.16,undefined,1
0.55,undefined,1
3.78,undefined,1
0.3,undefined,1
4.08,undefined,1
1.08,undefined,1
0.54,undefined,1
0.55,undefined,1
1.08,undefined,1
-3,undefined,1
-0.6,undefined,1
3.2999999999999994,undefined,1
0.2,undefined,1
0.2,undefined,1
3.18,undefined,1
36.85,undefined,1
22.55,undefined,1
4.2,undefined,1
0.525,undefined,1
0.5,undefined,1
3.71,undefined,1
18.02,undefined,1
0.5,undefined,1
2.65,undefined,1
14.85,undefined,1
0.1,undefined,1
-0.3,undefined,1
0.2,undefined,1
3.71,undefined,1
2.04,undefined,1
-2.6000000000000005,undefined,1
-5.92,undefined,1
-2.8,undefined,1
-4,undefined,1
-1.7999999999999998,undefined,1
17.6,undefined,1
99,undefined,1
4.4,undefined,1
11.520000000000001,undefined,1
15.4,undefined,1
1.53,undefined,1
9.72,undefined,1
0.48,undefined,1
28.62,undefined,1
13.5,undefined,1
2.16,undefined,1
0.05,undefined,1
23.65,undefined,1
0.55,undefined,1
2.16,undefined,1
2.16,undefined,1
0.55,undefined,1
3.84,undefined,1
1.92,undefined,1
11.22,undefined,1
4.86,undefined,1
3.71,undefined,1
2.16,undefined,1
3.06,undefined,1
3.24,undefined,1
1.08,undefined,1
4.86,undefined,1
1.08,undefined,1
0.55,undefined,1
0.05,undefined,1
0.0525,undefined,1
0.55,undefined,1
-0.75,undefined,1
-0.6,undefined,1
-0.2,undefined,1
-1.65,undefined,1
1.08,undefined,1
2.16,undefined,1
-0.37,undefined,1
-0.25,undefined,1
-0.2,undefined,1
-2,undefined,1
-0.76,undefined,1
-0.2,undefined,1
-0.2,undefined,1
-2,undefined,1
-0.2,undefined,1
3.2999999999999994,undefined,1
0.0525,undefined,1
0.05,undefined,1
6.05,undefined,1
17.6,undefined,1
16.96,undefined,1
-1.2,undefined,1
-1.4,undefined,1
-1.2,undefined,1
-0.4,undefined,1
0.55,undefined,1
0.54,undefined,1
5.5,undefined,1
0.55,undefined,1
0.55,undefined,1
2.8800000000000003,undefined,1
0.6,undefined,1
0.63,undefined,1
16.5,undefined,1
0.48,undefined,1
0.5,undefined,1
0.8,undefined,1
4.86,undefined,1
15.9,undefined,1
0.55,undefined,1
1.08,undefined,1
5.04,undefined,1
0.6500000000000001,undefined,1
2.55,undefined,1
0.6500000000000001,undefined,1
2.16,undefined,1
-3,undefined,1
-0.15,undefined,1
0.2,undefined,1
44,undefined,1
24.75,undefined,1
2.75,undefined,1
0.53,undefined,1
4.24,undefined,1
0.54,undefined,1
0.54,undefined,1
101.52,undefined,1
42,314528,1
35,326173,1
0.05,undefined,1
0.05,undefined,1
0.0525,undefined,1
0.9,undefined,1
0.05,undefined,1
-0.81,undefined,1
-13.6,undefined,1
-7.5,undefined,1
-12.8,undefined,1
-15.200000000000001,undefined,1
-14.58,undefined,1
-10.5,undefined,1
2.7000000000000006,undefined,1
0.0525,undefined,1
0.05,undefined,1
0.05,undefined,1
0.05,undefined,1
-3.42,undefined,1
-1.6,undefined,1
-1.4,undefined,1
-0.6,undefined,1
-0.2,undefined,1
-0.76,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-0.76,undefined,1
-0.2,undefined,1
-0.2,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-6.4,undefined,1
-7.199999999999999,undefined,1
-3,undefined,1
-5.6,undefined,1
-6.48,undefined,1
-5.25,undefined,1
-1.14,undefined,1
-0.4,undefined,1
-0.6,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.4,undefined,1
-0.6,undefined,1
-1.14,undefined,1
-0.6,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-0.2,undefined,1
-0.38,undefined,1
-0.2,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
-0.2,undefined,1
-1.7999999999999998,undefined,1
0.105,undefined,1
0.1,undefined,1
0.1,undefined,1
0.84,undefined,1
0.04,undefined,1
0.0525,undefined,1
0.05,undefined,1
6.24,undefined,1
0.0525,undefined,1
0.5,undefined,1
0.48,undefined,1
0.25,undefined,1
0.42,undefined,1
-10.400000000000002,undefined,1
-12,undefined,1
-10.400000000000002,undefined,1
-6,undefined,1
-11.34,undefined,1
-9,undefined,1
140,316241,1
21,314437,1
14,314481,1
