Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID,modifiedTradeDate,modifiedExch,modifiedBS,modifiedPC,modifiedClass,modifiedSym,modifiedStrike,modifiedPrice,modifiedQty,modifiedOC,modifiedCFM,modifiedExBrok,modifiedTotalCharges
07/07/21,AMEX,B,C,100,XLE,XLE,8,2021,55.0000,1.100000,C,C,227413487,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,10.0000,.0000,.0000,10.0000,163723842,7/7/2021,amex,b,c,xle,xle,55,1.1,100,c,c,e35j,10
07/08/21,AMEX,B,C,424,EWZ,EWZ,12,2021,44.0000,1.110000,C,C,227478538,,E35J,,050,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,42.4000,.0000,.0000,42.4000,163956387,7/8/2021,amex,b,c,ewz,ewz,44,1.11,424,c,c,e35j,42.4
07/08/21,AMEX,B,C,424,EWZ,EWZ,12,2021,52.0000,.130000,C,P,227478858,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,42.4000,106.0000,.0000,148.4000,163957805,7/8/2021,amex,b,c,ewz,ewz,52,0.13,424,c,p,e35j,148.4
07/08/21,AMEX,B,P,700,FCX,FCX,6,2022,30.0000,3.550000,C,C,227474878,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,70.0000,.0000,.0000,70.0000,163871513,7/8/2021,amex,b,p,fcx,fcx,30,3.55,700,c,c,e35j,70
07/08/21,AMEX,B,P,200,IWM,IWM,1,2023,220.0000,23.300000,C,P,227492358,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,20.0000,50.0000,.0000,70.0000,163850103,7/8/2021,amex,b,p,iwm,iwm,220,23.3,200,c,p,e35j,70
07/08/21,AMEX,B,P,1000,KRE,KRE,1,2023,56.0000,5.710000,C,C,227506208,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,163886660,7/8/2021,amex,b,p,kre,kre,56,5.71,1000,c,c,e35j,100
07/08/21,AMEX,B,P,500,MU,MU,10,2021,75.0000,4.800000,C,C,227460598,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,50.0000,.0000,.0000,50.0000,163829458,7/8/2021,amex,b,p,mu,mu,75,4.8,500,c,c,e35j,50
07/08/21,AMEX,S,P,100,QQQ,QQQ,12,2021,320.0000,9.200000,C,P,227507888,,E35J,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,163903986,7/8/2021,amex,s,p,qqq,qqq,320,9.2,100,c,p,e35j,35
07/08/21,AMEX,S,C,100,QQQ,QQQ,12,2021,400.0000,4.550000,C,P,227507888,,E35J,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,163825708,7/8/2021,amex,s,c,qqq,qqq,400,4.55,100,c,p,e35j,35
07/09/21,AMEX,B,C,350,JNJ,JNJ,1,2022,150.0000,21.450000,C,P,227607609,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,35.0000,87.5000,.0000,122.5000,164216887,7/9/2021,amex,b,c,jnj,jnj,150,21.45,350,c,p,e35j,122.5
07/09/21,AMEX,B,P,350,JNJ,JNJ,1,2022,150.0000,2.750000,C,P,227607609,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,35.0000,87.5000,.0000,122.5000,164213558,7/9/2021,amex,b,p,jnj,jnj,150,2.75,350,c,p,e35j,122.5
07/12/21,AMEX,B,P,2000,EEM,EEM,12,2023,45.0000,4.050000,C,C,2276754612,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,C,.100000000000000,200.0000,.0000,.0000,200.0000,164467923,7/12/2021,amex,b,p,eem,eem,45,4.05,2000,c,c,e35j,200
07/12/21,AMEX,S,P,1500,TSM,TSM,7,2021,110.0000,.070000,C,P,2276538212,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,150.0000,375.0000,.0000,525.0000,164345408,7/12/2021,amex,s,p,tsm,tsm,110,0.07,1500,c,p,e35j,525
07/12/21,AMEX,B,P,750,TSM,TSM,8,2021,115.0000,1.790000,C,P,2276538212,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,75.0000,187.5000,.0000,262.5000,164344734,7/12/2021,amex,b,p,tsm,tsm,115,1.79,750,c,p,e35j,262.5
07/13/21,AMEX,S,C,200,AAPL,AAPL,7,2021,140.0000,7.090000,C,P,2277239113,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,20.0000,50.0000,.0000,70.0000,164608125,7/13/2021,amex,s,c,aapl,aapl,140,7.09,200,c,p,e35j,70
07/13/21,AMEX,S,P,60,APD,APD,1,2022,260.0000,8.100000,C,C,2277360813,,E35J,,111,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,6.0000,.0000,.0000,6.0000,164558950,7/13/2021,amex,s,p,apd,apd,260,8.1,60,c,c,e35j,6
07/13/21,AMEX,S,P,8000,BAC,BAC,1,2022,18.0000,.120000,C,C,2277049913,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,800.0000,.0000,.0000,800.0000,164701614,7/13/2021,amex,s,p,bac,bac,18,0.12,8000,c,c,e35j,800
07/13/21,AMEX,S,P,3000,BAC,BAC,1,2022,18.0000,.120000,C,P,2277049913,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,300.0000,.0000,.0000,300.0000,164701571,7/13/2021,amex,s,p,bac,bac,18,0.12,3000,c,p,e35j,300
07/13/21,AMEX,B,P,250,IWM,IWM,10,2021,210.0000,5.520000,C,P,2277444013,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,25.0000,62.5000,.0000,87.5000,164594807,7/13/2021,amex,b,p,iwm,iwm,210,5.52,250,c,p,e35j,87.5
07/13/21,AMEX,B,C,250,IWM,IWM,10,2021,240.0000,2.710000,C,P,2277444013,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,25.0000,62.5000,.0000,87.5000,164594708,7/13/2021,amex,b,c,iwm,iwm,240,2.71,250,c,p,e35j,87.5
07/13/21,AMEX,B,P,650,IWM,IWM,12,2023,180.0000,14.500000,C,C,2277705113,,E35J,,352,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,65.0000,.0000,.0000,65.0000,164670494,7/13/2021,amex,b,p,iwm,iwm,180,14.5,650,c,c,e35j,65
07/13/21,AMEX,B,P,150,TDOC,TDOC,9,2021,150.0000,9.150000,C,P,2277054913,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,15.0000,37.5000,.0000,52.5000,164612264,7/13/2021,amex,b,p,tdoc,tdoc,150,9.15,150,c,p,e35j,52.5
07/13/21,AMEX,S,P,150,XLB,XLB,1,2022,82.0000,4.820000,C,P,2277183213,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,15.0000,37.5000,.0000,52.5000,164635215,7/13/2021,amex,s,p,xlb,xlb,82,4.82,150,c,p,e35j,52.5
07/13/21,AMEX,S,P,150,XLB,XLB,1,2022,82.0000,4.830000,C,P,2277183313,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,15.0000,37.5000,.0000,52.5000,164577639,7/13/2021,amex,s,p,xlb,xlb,82,4.83,150,c,p,e35j,52.5
07/14/21,AMEX,B,P,200,AMAT,AMAT,8,2021,140.0000,7.950000,O,N,2278132514,,E35J,362,010,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,20.0000,70.0000,.0000,90.0000,164880542,7/14/2021,amex,b,p,amat,amat,140,7.95,200,o,n,e35j,90
07/14/21,AMEX,B,P,85,CF,CF,11,2021,47.5000,3.400000,C,F,2278432514,,E35J,,010,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,8.5000,21.2500,.0000,29.7500,164886248,7/14/2021,amex,b,p,cf,cf,47.5,3.4,85,c,f,e35j,29.75
07/14/21,AMEX,B,P,350,IWM,IWM,3,2022,220.0000,16.650000,C,P,2278175414,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,35.0000,87.5000,.0000,122.5000,164804418,7/14/2021,amex,b,p,iwm,iwm,220,16.65,350,c,p,e35j,122.5
07/14/21,AMEX,B,C,350,IWM,IWM,3,2022,230.0000,10.000000,C,P,2278175414,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,35.0000,87.5000,.0000,122.5000,164921688,7/14/2021,amex,b,c,iwm,iwm,230,10,350,c,p,e35j,122.5
07/15/21,AMEX,B,P,2000,EEM,EEM,6,2022,45.0000,1.690000,C,B,2279986815,,E35J,,284,792,oscarg,oscarg,,,,,etf,Y,,,,C,.100000000000000,200.0000,400.0000,.0000,600.0000,165204157,7/15/2021,amex,b,p,eem,eem,45,1.69,2000,c,b,e35j,600
07/15/21,AMEX,B,P,750,IWM,IWM,6,2022,185.0000,8.470000,C,P,2280094015,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,75.0000,.0000,.0000,75.0000,165233436,7/15/2021,amex,b,p,iwm,iwm,185,8.47,750,c,p,e35j,75
07/15/21,AMEX,B,P,650,IWM,IWM,12,2022,175.0000,10.600000,C,P,2279832615,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,65.0000,.0000,.0000,65.0000,165218979,7/15/2021,amex,b,p,iwm,iwm,175,10.6,650,c,p,e35j,65
07/15/21,AMEX,B,P,1000,IWM,IWM,12,2022,175.0000,10.600000,C,P,2279833215,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,165175526,7/15/2021,amex,b,p,iwm,iwm,175,10.6,1000,c,p,e35j,100
07/15/21,AMEX,B,P,250,IWM,IWM,12,2022,175.0000,10.600000,C,P,2279842915,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,25.0000,62.5000,.0000,87.5000,165178017,7/15/2021,amex,b,p,iwm,iwm,175,10.6,250,c,p,e35j,87.5
07/15/21,AMEX,B,P,500,IWM,IWM,12,2022,175.0000,10.600000,C,C,2279832615,,E35J,,352,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,50.0000,.0000,.0000,50.0000,165219000,7/15/2021,amex,b,p,iwm,iwm,175,10.6,500,c,c,e35j,50
07/15/21,AMEX,B,P,650,IWM,IWM,12,2023,175.0000,14.000000,C,P,2279832815,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,65.0000,.0000,.0000,65.0000,165216454,7/15/2021,amex,b,p,iwm,iwm,175,14,650,c,p,e35j,65
07/15/21,AMEX,B,P,1000,IWM,IWM,12,2023,175.0000,14.000000,C,P,2279833415,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,165175466,7/15/2021,amex,b,p,iwm,iwm,175,14,1000,c,p,e35j,100
07/15/21,AMEX,B,P,250,IWM,IWM,12,2023,175.0000,14.000000,C,P,2279842915,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,25.0000,62.5000,.0000,87.5000,165178327,7/15/2021,amex,b,p,iwm,iwm,175,14,250,c,p,e35j,87.5
07/15/21,AMEX,B,P,500,IWM,IWM,12,2023,175.0000,14.000000,C,C,2279832815,,E35J,,352,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,50.0000,.0000,.0000,50.0000,165216171,7/15/2021,amex,b,p,iwm,iwm,175,14,500,c,c,e35j,50
07/15/21,AMEX,B,C,150,IWM,IWM,12,2023,220.0000,26.100000,C,C,2280094715,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,15.0000,.0000,.0000,15.0000,165233106,7/15/2021,amex,b,c,iwm,iwm,220,26.1,150,c,c,e35j,15
07/15/21,AMEX,B,P,150,IWM,IWM,12,2023,220.0000,31.400000,C,C,2280094715,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,15.0000,.0000,.0000,15.0000,165232828,7/15/2021,amex,b,p,iwm,iwm,220,31.4,150,c,c,e35j,15
07/16/21,AMEX,B,P,350,ATVI,ATVI,9,2021,90.0000,3.350000,C,P,2280597116,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,35.0000,87.5000,.0000,122.5000,165474850,7/16/2021,amex,b,p,atvi,atvi,90,3.35,350,c,p,e35j,122.5
07/16/21,AMEX,S,P,100,DIA,DIA,7,2021,347.0000,.250000,C,P,2281195616,,E35J,,444,792,oscarg,oscarg,,,,,etf_dia,Y,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,165497375,7/16/2021,amex,s,p,dia,dia,347,0.25,100,c,p,e35j,35
07/16/21,AMEX,B,P,400,FSLY,FSLY,9,2022,45.0000,9.450000,C,C,2280382916,,E35J,,551,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,40.0000,.0000,.0000,40.0000,165353950,7/16/2021,amex,b,p,fsly,fsly,45,9.45,400,c,c,e35j,40
07/16/21,AMEX,B,P,600,IWM,IWM,12,2023,175.0000,14.300000,C,P,2281270816,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,60.0000,.0000,.0000,60.0000,165504093,7/16/2021,amex,b,p,iwm,iwm,175,14.3,600,c,p,e35j,60
07/16/21,AMEX,B,C,500,IWM,IWM,12,2023,215.0000,29.000000,C,C,2280696616,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,50.0000,.0000,.0000,50.0000,165352044,7/16/2021,amex,b,c,iwm,iwm,215,29,500,c,c,e35j,50
07/16/21,AMEX,B,P,500,IWM,IWM,12,2023,215.0000,29.000000,C,C,2280696616,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,50.0000,.0000,.0000,50.0000,165352403,7/16/2021,amex,b,p,iwm,iwm,215,29,500,c,c,e35j,50
07/16/21,AMEX,S,P,546,PG,PG,7,2021,140.0000,.090000,C,P,2280599916,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,54.6000,.0000,.0000,54.6000,165432521,7/16/2021,amex,s,p,pg,pg,140,0.09,546,c,p,e35j,54.6
07/16/21,AMEX,B,C,150,PYPL,PYPL,8,2021,300.0000,9.400000,C,C,2280274916,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,15.0000,.0000,.0000,15.0000,165402395,7/16/2021,amex,b,c,pypl,pypl,300,9.4,150,c,c,e35j,15
07/16/21,AMEX,B,P,63,WYNN,WYNN,1,2023,55.0000,2.500000,C,C,2280629116,,E35J,,050,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,6.3000,.0000,.0000,6.3000,165432357,7/16/2021,amex,b,p,wynn,wynn,55,2.5,63,c,c,e35j,6.3
07/16/21,AMEX,B,P,37,WYNN,WYNN,1,2023,55.0000,2.500000,C,C,2280629116,,E35J,,250,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,3.7000,.0000,.0000,3.7000,165432339,7/16/2021,amex,b,p,wynn,wynn,55,2.5,37,c,c,e35j,3.7
07/19/21,AMEX,B,P,300,AMAT,AMAT,12,2021,120.0000,9.000000,O,N,2281557019,,E35J,362,010,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,30.0000,105.0000,.0000,135.0000,165757955,7/19/2021,amex,b,p,amat,amat,120,9,300,o,n,e35j,135
07/19/21,AMEX,B,P,30,ETSY,ETSY,3,2022,175.0000,21.400000,C,F,2282301219,,E35J,,010,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,3.0000,7.5000,.0000,10.5000,165760630,7/19/2021,amex,b,p,etsy,etsy,175,21.4,30,c,f,e35j,10.5
07/19/21,AMEX,B,C,700,IWM,IWM,12,2023,200.0000,32.000000,C,C,2281510819,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,70.0000,.0000,.0000,70.0000,165697837,7/19/2021,amex,b,c,iwm,iwm,200,32,700,c,c,e35j,70
07/19/21,AMEX,B,C,200,IWM,IWM,12,2023,200.0000,32.000000,C,C,2281550519,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,20.0000,.0000,.0000,20.0000,165749733,7/19/2021,amex,b,c,iwm,iwm,200,32,200,c,c,e35j,20
07/19/21,AMEX,B,P,700,IWM,IWM,12,2023,200.0000,25.000000,C,C,2281510819,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,70.0000,.0000,.0000,70.0000,165700568,7/19/2021,amex,b,p,iwm,iwm,200,25,700,c,c,e35j,70
07/19/21,AMEX,B,P,200,IWM,IWM,12,2023,200.0000,25.000000,C,C,2281550519,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,20.0000,.0000,.0000,20.0000,165749603,7/19/2021,amex,b,p,iwm,iwm,200,25,200,c,c,e35j,20
07/20/21,AMEX,S,P,100,IP,IP,1,2022,40.0000,.500000,C,P,2282505020,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,166021291,7/20/2021,amex,s,p,ip,ip,40,0.5,100,c,p,e35j,35
07/21/21,AMEX,B,P,250,GM,GM,8,2021,56.0000,1.840000,C,P,2283645321,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,25.0000,62.5000,.0000,87.5000,166101846,7/21/2021,amex,b,p,gm,gm,56,1.84,250,c,p,e35j,87.5
07/21/21,AMEX,S,C,500,IWM,IWM,8,2021,220.0000,6.450000,C,P,2283461121,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,50.0000,.0000,.0000,50.0000,166102258,7/21/2021,amex,s,c,iwm,iwm,220,6.45,500,c,p,e35j,50
07/21/21,AMEX,S,P,500,IWM,IWM,8,2021,220.0000,5.250000,C,P,2283461121,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,50.0000,.0000,.0000,50.0000,166217705,7/21/2021,amex,s,p,iwm,iwm,220,5.25,500,c,p,e35j,50
07/21/21,AMEX,B,P,700,PLUG,PLUG,12,2021,25.0000,3.190000,C,C,2283550621,,E35J,,551,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,70.0000,.0000,.0000,70.0000,166235425,7/21/2021,amex,b,p,plug,plug,25,3.19,700,c,c,e35j,70
07/21/21,AMEX,B,P,450,QQQ,QQQ,12,2023,290.0000,23.000000,C,C,2284111321,,E35J,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,.100000000000000,45.0000,.0000,.0000,45.0000,166204025,7/21/2021,amex,b,p,qqq,qqq,290,23,450,c,c,e35j,45
07/22/21,AMEX,B,P,400,DAL,DAL,11,2021,39.0000,2.370000,O,N,2284646822,,E35J,362,010,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,40.0000,140.0000,.0000,180.0000,166332000,7/22/2021,amex,b,p,dal,dal,39,2.37,400,o,n,e35j,180
07/22/21,AMEX,B,C,200,RSP,RSP,3,2022,150.0000,8.250000,C,P,2284478522,,E35J,,444,792,oscarg,oscarg,,,,,etf,,,,,N,.100000000000000,20.0000,50.0000,.0000,70.0000,166364082,7/22/2021,amex,b,c,rsp,rsp,150,8.25,200,c,p,e35j,70
07/22/21,AMEX,B,P,200,RSP,RSP,3,2022,150.0000,8.750000,C,P,2284478522,,E35J,,444,792,oscarg,oscarg,,,,,etf,,,,,N,.100000000000000,20.0000,50.0000,.0000,70.0000,166363328,7/22/2021,amex,b,p,rsp,rsp,150,8.75,200,c,p,e35j,70
07/22/21,AMEX,S,C,300,SLB,SLB,8,2021,37.5000,.080000,C,P,2284292922,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,30.0000,75.0000,.0000,105.0000,166417680,7/22/2021,amex,s,c,slb,slb,37.5,0.08,300,c,p,e35j,105
07/23/21,AMEX,B,P,100,ARKG,ARKG,6,2022,75.0000,7.300000,C,P,2285258623,,E35J,,444,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,166651914,7/23/2021,amex,b,p,arkg,arkg,75,7.3,100,c,p,e35j,35
07/23/21,AMEX,S,C,476,CMCSA,CMCSA,7,2021,59.0000,.040000,C,P,2285481623,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,47.6000,119.0000,.0000,166.6000,166546250,7/23/2021,amex,s,c,cmcsa,cmcsa,59,0.04,476,c,p,e35j,166.6
07/23/21,AMEX,B,P,1250,FUTU,FUTU,10,2021,115.0000,13.040000,C,P,2285344623,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,C,.100000000000000,125.0000,.0000,.0000,125.0000,166570773,7/23/2021,amex,b,p,futu,futu,115,13.04,1250,c,p,e35j,125
07/23/21,AMEX,B,P,200,HBAN,HBAN,1,2022,14.0000,1.310000,C,P,2285205423,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,20.0000,50.0000,.0000,70.0000,166680695,7/23/2021,amex,b,p,hban,hban,14,1.31,200,c,p,e35j,70
07/23/21,AMEX,S,P,1150,IWM,IWM,8,2021,218.0000,4.850000,C,P,2285732123,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,115.0000,287.5000,.0000,402.5000,166658427,7/23/2021,amex,s,p,iwm,iwm,218,4.85,1150,c,p,e35j,402.5
07/23/21,AMEX,S,C,1150,IWM,IWM,8,2021,220.0000,5.040000,C,P,2285732123,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,115.0000,287.5000,.0000,402.5000,166656783,7/23/2021,amex,s,c,iwm,iwm,220,5.04,1150,c,p,e35j,402.5
07/23/21,AMEX,B,P,34,LMT,LMT,9,2021,380.0000,11.500000,C,P,2285084323,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,3.4000,8.5000,.0000,11.9000,166516766,7/23/2021,amex,b,p,lmt,lmt,380,11.5,34,c,p,e35j,11.9
07/23/21,AMEX,B,P,475,QQQ,QQQ,12,2023,300.0000,24.550000,C,B,2285648223,,E35J,,284,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,.100000000000000,47.5000,118.7500,.0000,166.2500,166590627,7/23/2021,amex,b,p,qqq,qqq,300,24.55,475,c,b,e35j,166.25
07/23/21,AMEX,B,P,300,VIAC,VIAC,9,2022,32.5000,3.000000,C,C,2285141923,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,30.0000,.0000,.0000,30.0000,166683716,7/23/2021,amex,b,p,viac,viac,32.5,3,300,c,c,e35j,30
07/26/21,AMEX,S,C,1500,BEKE,BEKE,10,2021,30.0000,3.800000,C,C,2286374426,,E35J,,273,792,oscarg,oscarg,,,,,,,,,,C,.100000000000000,150.0000,.0000,.0000,150.0000,166887642,7/26/2021,amex,s,c,beke,beke,30,3.8,1500,c,c,e35j,150
