ise_mt,Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,Client Order ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,CompID,Cust ID,Product Code,Penny,Parent Type,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
,01/25/21,PHLX,B,C,10,PRGO,PRGO,2,2021,47.5,0.35,O,C,CO211UHJIOQ,BLPOPT_20210125-00059-00001,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,1,0,0.45,1.45,134187454
,01/25/21,PHLX,B,P,10,XLF,XLF,3,2021,29,0.78,O,C,CO111UHJET4,BLPOPT_20210125-00029-00066,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,1,0,0.45,1.45,134090878
,01/26/21,AMEX,B,C,12,SPCE,SPCE,2,2021,45,3.11,O,C,CO112140R99,BLPOPT_20210126-00125-00001BSPCEFEB45C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,A,0.1,1.2,0,0.54,1.74,134770295
,01/26/21,AMEX,S,C,12,SPCE,SPCE,2,2021,50,2.02,O,C,CO112140R99,BLPOPT_20210126-00125-00001LSPCEFEB50C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,A,0.1,1.2,0,0.54,1.74,134772903
,01/26/21,CBOE,B,C,13,SPCE,SPCE,2,2021,45,3.11,O,C,CO112140R99,BLPOPT_20210126-00125-00001BSPCEFEB45C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,R,0.1,1.3,0,0.59,1.89,134883238
,01/26/21,CBOE,S,C,13,SPCE,SPCE,2,2021,50,2.02,O,C,CO112140R99,BLPOPT_20210126-00125-00001LSPCEFEB50C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,R,0.1,1.3,0,0.59,1.89,134883342
,01/26/21,CBOE,B,P,100,SPX,SPX,2,2021,3800,50.62,C,P,52126000AN,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,10,59,0,69,134878670
,01/26/21,CBOE,B,P,29,SPX,SPX,3,2021,3850,110.5,C,P,52126000AN,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,2.9,17.11,0,20.01,134878690
,01/26/21,CBOE,S,C,45,VIX,VIX,2,2021,25,2.95,C,P,62126000UF,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,4.5,22.5,0,27,134813895
,01/26/21,CBOE,S,P,180,VIX,VIX,3,2021,27,4.2,C,P,62126000UF,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,18,90,0,108,134814347
,01/26/21,CBOE,S,C,1500,VIX,VIX,3,2021,60,0.71,C,P,62126000UF,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,150,750,0,900,134814259
,01/26/21,CBOE,B,C,640,VIX,VIX,5,2021,27,5.25,C,P,62126000GR,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,64,320,0,384,134790786
,01/26/21,ISE,B,C,25,SPCE,SPCE,2,2021,45,3.09,O,C,CO112140R99,BLPOPT_20210126-00125-00001BSPCEFEB45C,EBS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,12,0.1,2.5,(6.25),1.13,(2.63),134883250
,01/26/21,ISE,S,C,25,SPCE,SPCE,2,2021,50,2,O,C,CO112140R99,BLPOPT_20210126-00125-00001LSPCEFEB50C,EBS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,12,0.1,2.5,(6.25),1.13,(2.63),134883354
,01/26/21,PHLX,B,C,7,MELI,MELI,2,2021,2200,12,C,C,CO1121401NA,BLPOPT_20210126-00013-00001,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,A,0.1,0.7,0,0.32,1.02,134782091
,01/27/21,BOSTON,S,P,200,SO,SO,1,2022,42.5,1.59,C,C,BOXNYC18811,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,20,0,0,20,135130653
,01/27/21,BOSTON,S,C,850,TSM,TSM,1,2022,200,5.05,C,P,BOXNYC7403,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,85,(255.00),0,(170.00),135055422
,01/27/21,CBOE,B,P,104,SPX,SPX,3,2021,3735,144,C,P,62127001000,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,R,0.1,10.4,61.36,0,71.76,135112316
,01/27/21,CBOE,S,P,200,SPX,SPXW,1,2021,3750,47.02,C,P,62127001000,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,R,0.1,20,118,0,138,135106921
,01/27/21,ISE,S,C,12,SPCE,SPCE,2,2021,45,4.68,C,C,CO2123MDDAR,BLPOPT_20210127-00015-00001LSPCEFEB45C,EBS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,12,0.1,1.2,(3.00),0.54,(1.26),134972573
,01/27/21,ISE,B,C,12,SPCE,SPCE,2,2021,50,3.38,C,C,CO2123MDDAR,BLPOPT_20210127-00015-00001BSPCEFEB50C,EBS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,12,0.1,1.2,(3.00),0.54,(1.26),134971616
,01/27/21,NASDAQ,B,C,13,FB,FB,1,2021,280,7.2,C,C,CO1123MGHEG,BLPOPT_20210127-00125-00001,BAMB,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,A,0.1,1.3,(3.25),0.59,(1.37),135091117
,01/27/21,PHLX,B,P,2000,IWM,IWM,12,2022,125,6.94,O,B,,,210,,284,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,200,400,0,600,135132192
,01/27/21,PHLX,B,P,50,ZS,ZS,1,2022,95,4.5,C,P,,,210,,444,792,oscarg,oscarg,,,,,,Y,,,N,0.1,5,12.5,0,17.5,135385438
,01/27/21,PHLX,S,P,50,ZS,ZS,1,2022,95,4.5,O,P,,,210,,586,792,oscarg,oscarg,,,,,,Y,,,N,0.1,5,12.5,0,17.5,135385825
,01/28/21,CBOE,S,P,3,QQQ,QQQ,4,2021,280,6.72,O,C,CO21268PH38,BLPOPT_20210128-00068-00001LQQQAPR280P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf_qqq,Y,,,A,0.1,0.3,0,0.14,0.44,135371291
,01/28/21,CBOE,B,P,3,QQQ,QQQ,4,2021,300,10.72,O,C,CO21268PH38,BLPOPT_20210128-00068-00001BQQQAPR300P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf_qqq,Y,,,A,0.1,0.3,0,0.14,0.44,135370193
,01/28/21,CBOE,S,P,8,SPX,SPX,3,2021,3815,129,C,P,52128000VS,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,0.8,4.72,0,5.52,135484321
,01/28/21,NASDAQ,S,P,30,SPY,SPY,3,2021,350,6.66,C,C,CO41268PDEM,BLPOPT_20210128-00030-00001,BAMB,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,etf_spy,Y,SR,,A,0.1,3,(7.50),1.35,(3.15),135511029
,01/29/21,BOSTON,S,C,1000,FXI,FXI,9,2021,52,2.7,C,F,BOXNYC1606,,938,,286,792,oscarg,oscarg,,,,,etf,Y,,,R,0.1,100,500,0,600,135841377
,01/29/21,BOSTON,S,C,1000,FXI,FXI,9,2021,52,2.7,C,F,TM,,938,,286,792,oscarg,oscarg,,,,,etf,Y,,,R,0.1,100,500,0,600,136182955
,01/29/21,BOSTON,S,C,1000,FXI,FXI,9,2021,52,2.7,O,C,TM,,938,,444,792,oscarg,oscarg,,,,,etf,Y,,,,0.1,100,0,0,100,136205772
