Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID,id,modifiedTradeDate,modifiedExch,modifiedBS,modifiedPC,modifiedClass,modifiedSym,modifiedStrike,modifiedPrice,modifiedQty,modifiedOC,modifiedCFM,modifiedExBrok,modifiedTotalCharges
11/04/21,BOSTON,B,P,600,MNDT,MNDT,6,2022,17.0000,1.560000,C,N,BOXNYA215062,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,30.0000,90.0000,.0000,120.0000,184666845,193,11/4/2021,boston,b,p,mndt,mndt,17,1.56,600,c,n,0938,120
11/04/21,BOSTON,B,P,100,NFLX,NFLX,11,2021,620.0000,2.500000,C,N,BOXNYA529529,,0938,362,010,792,oscarg,oscarg,,,,, ,Y,,,,A,.050000000000000,5.0000,15.0000,.0000,20.0000,184644179,194,11/4/2021,boston,b,p,nflx,nflx,620,2.5,100,c,n,0938,20
11/04/21,BOSTON,S,C,750,QQQ,QQQ,1,2022,398.0000,13.970000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,37.5000,-150.0000,.0000,-112.5000,184726305,195,11/4/2021,boston,s,c,qqq,qqq,398,13.97,750,c,c,0938,-112.5
11/04/21,BOSTON,S,C,250,QQQ,QQQ,1,2022,398.0000,13.970000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,12.5000,-50.0000,.0000,-37.5000,184726233,196,11/4/2021,boston,s,c,qqq,qqq,398,13.97,250,c,c,0938,-37.5
11/04/21,BOSTON,S,C,200,QQQ,QQQ,1,2022,398.0000,13.970000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,10.0000,-40.0000,.0000,-30.0000,184726248,197,11/4/2021,boston,s,c,qqq,qqq,398,13.97,200,c,c,0938,-30
11/04/21,BOSTON,S,C,200,QQQ,QQQ,1,2022,398.0000,13.970000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,10.0000,-40.0000,.0000,-30.0000,184726337,198,11/4/2021,boston,s,c,qqq,qqq,398,13.97,200,c,c,0938,-30
11/04/21,BOSTON,S,C,100,QQQ,QQQ,1,2022,398.0000,13.970000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,5.0000,-20.0000,.0000,-15.0000,184726142,199,11/4/2021,boston,s,c,qqq,qqq,398,13.97,100,c,c,0938,-15
11/04/21,BOSTON,S,P,750,QQQ,QQQ,1,2022,398.0000,13.600000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,37.5000,-150.0000,.0000,-112.5000,184726261,200,11/4/2021,boston,s,p,qqq,qqq,398,13.6,750,c,c,0938,-112.5
11/04/21,BOSTON,S,P,250,QQQ,QQQ,1,2022,398.0000,13.600000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,12.5000,-50.0000,.0000,-37.5000,184726397,201,11/4/2021,boston,s,p,qqq,qqq,398,13.6,250,c,c,0938,-37.5
11/04/21,BOSTON,S,P,200,QQQ,QQQ,1,2022,398.0000,13.600000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,10.0000,-40.0000,.0000,-30.0000,184726352,202,11/4/2021,boston,s,p,qqq,qqq,398,13.6,200,c,c,0938,-30
11/04/21,BOSTON,S,P,200,QQQ,QQQ,1,2022,398.0000,13.600000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,10.0000,-40.0000,.0000,-30.0000,184726357,203,11/4/2021,boston,s,p,qqq,qqq,398,13.6,200,c,c,0938,-30
11/04/21,BOSTON,S,P,100,QQQ,QQQ,1,2022,398.0000,13.600000,C,C,BOXNYA546104,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,5.0000,-20.0000,.0000,-15.0000,184726252,204,11/4/2021,boston,s,p,qqq,qqq,398,13.6,100,c,c,0938,-15
11/04/21,BOSTON,S,P,2000,QQQ,QQQ,1,2023,395.0000,36.610000,C,C,BOXNYA689697,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,100.0000,-400.0000,.0000,-300.0000,184673591,207,11/4/2021,boston,s,p,qqq,qqq,395,36.61,2000,c,c,0938,-300
11/04/21,BOSTON,S,P,200,QQQ,QQQ,1,2023,395.0000,36.610000,C,C,BOXNYA689697,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,10.0000,-40.0000,.0000,-30.0000,184673510,208,11/4/2021,boston,s,p,qqq,qqq,395,36.61,200,c,c,0938,-30
11/05/21,BOSTON,S,C,700,BABA,BABA,1,2023,160.0000,31.250000,C,C,BOXNYA372681,,0938,,209,792,oscarg,oscarg,,,,,,Y,,,,R,.050000000000000,35.0000,.0000,.0000,35.0000,184998315,215,11/5/2021,boston,s,c,baba,baba,160,31.25,700,c,c,0938,35
11/05/21,BOSTON,S,C,50,BABA,BABA,1,2023,160.0000,31.250000,C,C,BOXNYA372681,,0938,,209,792,oscarg,oscarg,,,,,,Y,,,,R,.050000000000000,2.5000,.0000,.0000,2.5000,184997825,216,11/5/2021,boston,s,c,baba,baba,160,31.25,50,c,c,0938,2.5
11/05/21,BOSTON,S,P,700,BABA,BABA,1,2023,160.0000,29.950000,C,C,BOXNYA372681,,0938,,209,792,oscarg,oscarg,,,,,,Y,,,,R,.050000000000000,35.0000,.0000,.0000,35.0000,184998412,217,11/5/2021,boston,s,p,baba,baba,160,29.95,700,c,c,0938,35
11/05/21,BOSTON,S,P,50,BABA,BABA,1,2023,160.0000,29.950000,C,C,BOXNYA372681,,0938,,209,792,oscarg,oscarg,,,,,,Y,,,,R,.050000000000000,2.5000,.0000,.0000,2.5000,184998374,218,11/5/2021,boston,s,p,baba,baba,160,29.95,50,c,c,0938,2.5
11/05/21,BOSTON,B,P,213,PTON,PTON,6,2022,60.0000,12.050000,C,C,BOXNYA205255,,0938,,050,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,10.6500,.0000,.0000,10.6500,185051444,219,11/5/2021,boston,b,p,pton,pton,60,12.05,213,c,c,0938,10.65
11/05/21,BOSTON,B,P,137,PTON,PTON,6,2022,60.0000,12.050000,C,C,BOXNYA205255,,0938,,250,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,6.8500,.0000,.0000,6.8500,185051443,220,11/5/2021,boston,b,p,pton,pton,60,12.05,137,c,c,0938,6.85
11/08/21,BOSTON,B,P,450,KBE,KBE,1,2022,56.0000,1.750000,C,P,BOXNYA565998,,0938,,352,792,oscarg,oscarg,,,,,etf,,,,,A,.050000000000000,22.5000,67.5000,.0000,90.0000,185272337,221,11/8/2021,boston,b,p,kbe,kbe,56,1.75,450,c,p,0938,90
11/08/21,BOSTON,B,P,610,PYPL,PYPL,11,2021,225.0000,7.600000,C,P,BOXNYA21175,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,30.5000,61.0000,.0000,91.5000,185268485,222,11/8/2021,boston,b,p,pypl,pypl,225,7.6,610,c,p,0938,91.5
11/08/21,BOSTON,B,P,600,TRIP,TRIP,6,2022,35.0000,4.300000,C,F,BOXNYA126647,,0938,,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,30.0000,210.0000,.0000,240.0000,185306953,223,11/8/2021,boston,b,p,trip,trip,35,4.3,600,c,f,0938,240
11/09/21,BOSTON,S,P,6500,FXI,FXI,6,2022,37.0000,2.090000,C,F,BOXNYA237691,,0938,,286,792,oscarg,oscarg,,,,,etf,Y,,,,R,.050000000000000,325.0000,3250.0000,.0000,3575.0000,185561399,224,11/9/2021,boston,s,p,fxi,fxi,37,2.09,6500,c,f,0938,3575
11/09/21,BOSTON,S,P,500,FXI,FXI,6,2022,37.0000,2.090000,C,F,BOXNYA237691,,0938,,286,792,oscarg,oscarg,,,,,etf,Y,,,,R,.050000000000000,25.0000,250.0000,.0000,275.0000,185561351,225,11/9/2021,boston,s,p,fxi,fxi,37,2.09,500,c,f,0938,275
11/09/21,BOSTON,S,P,1250,IWM,IWM,1,2022,230.0000,5.700000,C,C,BOXNYA286616,,0938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,62.5000,-250.0000,.0000,-187.5000,185572462,230,11/9/2021,boston,s,p,iwm,iwm,230,5.7,1250,c,c,0938,-187.5
11/09/21,BOSTON,S,P,250,IWM,IWM,1,2022,230.0000,5.700000,C,C,BOXNYA286616,,0938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,12.5000,-50.0000,.0000,-37.5000,185572316,231,11/9/2021,boston,s,p,iwm,iwm,230,5.7,250,c,c,0938,-37.5
11/09/21,BOSTON,S,P,250,IWM,IWM,1,2022,230.0000,5.700000,C,C,BOXNYA286616,,0938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,12.5000,-50.0000,.0000,-37.5000,185572341,232,11/9/2021,boston,s,p,iwm,iwm,230,5.7,250,c,c,0938,-37.5
11/09/21,BOSTON,S,P,250,IWM,IWM,1,2022,230.0000,5.700000,C,C,BOXNYA286616,,0938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,12.5000,-50.0000,.0000,-37.5000,185572498,233,11/9/2021,boston,s,p,iwm,iwm,230,5.7,250,c,c,0938,-37.5
11/09/21,BOSTON,S,P,500,IWM,IWM,6,2022,240.0000,17.300000,C,F,BOXNYA185492,,0938,,286,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,25.0000,250.0000,.0000,275.0000,185509760,234,11/9/2021,boston,s,p,iwm,iwm,240,17.3,500,c,f,0938,275
11/09/21,BOSTON,S,P,250,IWM,IWM,6,2022,240.0000,17.300000,C,F,BOXNYA185492,,0938,,286,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,12.5000,125.0000,.0000,137.5000,185509614,235,11/9/2021,boston,s,p,iwm,iwm,240,17.3,250,c,f,0938,137.5
11/09/21,BOSTON,S,P,250,IWM,IWM,6,2022,240.0000,17.300000,C,F,BOXNYA185492,,0938,,286,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,12.5000,125.0000,.0000,137.5000,185509682,236,11/9/2021,boston,s,p,iwm,iwm,240,17.3,250,c,f,0938,137.5
11/09/21,BOSTON,S,P,1000,SPY,SPY,1,2022,420.0000,4.100000,C,C,BOXNYA274224,,0938,,551,792,oscarg,oscarg,,,,,etf_spy,Y,,,,R,.050000000000000,50.0000,-200.0000,.0000,-150.0000,185598774,237,11/9/2021,boston,s,p,spy,spy,420,4.1,1000,c,c,0938,-150
11/09/21,BOSTON,B,P,1000,SPY,SPY,1,2022,450.0000,8.340000,C,C,BOXNYA274224,,0938,,551,792,oscarg,oscarg,,,,,etf_spy,Y,,,,R,.050000000000000,50.0000,-200.0000,.0000,-150.0000,185598725,238,11/9/2021,boston,b,p,spy,spy,450,8.34,1000,c,c,0938,-150
11/09/21,BOSTON,B,P,500,WDC,WDC,1,2023,50.0000,6.500000,C,P,BOXNYA212195,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,25.0000,75.0000,.0000,100.0000,185598721,239,11/9/2021,boston,b,p,wdc,wdc,50,6.5,500,c,p,0938,100
11/09/21,BOSTON,B,P,450,WDC,WDC,1,2023,50.0000,6.500000,C,N,BOXNYA212195,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,22.5000,67.5000,.0000,90.0000,185598653,240,11/9/2021,boston,b,p,wdc,wdc,50,6.5,450,c,n,0938,90
11/10/21,BOSTON,S,P,1000,KGC,KGC,1,2023,7.0000,1.530000,C,N,BOXNYA65179,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,50.0000,150.0000,.0000,200.0000,185836168,250,11/10/2021,boston,s,p,kgc,kgc,7,1.53,1000,c,n,0938,200
11/11/21,BOSTON,B,P,50,MRNA,MRNA,1,2024,230.0000,66.000000,C,F,BOXNYA364260,,0938,,792,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,2.5000,17.5000,.0000,20.0000,186103138,262,11/11/2021,boston,b,p,mrna,mrna,230,66,50,c,f,0938,20
11/11/21,BOSTON,B,P,260,NVDA,NVDA,4,2022,300.0000,35.600000,C,P,BOXNYA345555,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,13.0000,26.0000,.0000,39.0000,186101059,263,11/11/2021,boston,b,p,nvda,nvda,300,35.6,260,c,p,0938,39
11/11/21,BOSTON,S,P,1000,QQQ,QQQ,6,2022,394.0000,28.740000,C,C,BOXNYA703971,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,50.0000,.0000,.0000,50.0000,186152650,264,11/11/2021,boston,s,p,qqq,qqq,394,28.74,1000,c,c,0938,50
11/11/21,BOSTON,B,P,2000,QQQ,QQQ,12,2023,325.0000,26.820000,C,C,BOXNYA703971,,0938,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.050000000000000,100.0000,.0000,.0000,100.0000,186152615,265,11/11/2021,boston,b,p,qqq,qqq,325,26.82,2000,c,c,0938,100
11/11/21,BOSTON,B,P,300,SQ,SQ,6,2023,200.0000,29.900000,C,C,BOXNYA524820,,0938,,273,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,15.0000,.0000,.0000,15.0000,186112931,266,11/11/2021,boston,b,p,sq,sq,200,29.9,300,c,c,0938,15
11/11/21,BOSTON,B,P,100,SQ,SQ,6,2023,200.0000,29.900000,C,N,BOXNYA524820,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,5.0000,15.0000,.0000,20.0000,186185695,267,11/11/2021,boston,b,p,sq,sq,200,29.9,100,c,n,0938,20
11/11/21,BOSTON,B,P,1450,UBER,UBER,9,2022,35.0000,3.250000,C,P,BOXNYA589284,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,72.5000,217.5000,.0000,290.0000,186173052,268,11/11/2021,boston,b,p,uber,uber,35,3.25,1450,c,p,0938,290
11/12/21,BOSTON,S,P,3600,LU,LU,12,2021,10.0000,2.850000,C,P,BOXNYA32316,,0938,,444,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,180.0000,540.0000,.0000,720.0000,186317180,269,11/12/2021,boston,s,p,lu,lu,10,2.85,3600,c,p,0938,720
11/12/21,BOSTON,S,P,500,LU,LU,12,2021,10.0000,2.850000,C,F,BOXNYA32316,,0938,,010,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,25.0000,75.0000,.0000,100.0000,186317115,270,11/12/2021,boston,s,p,lu,lu,10,2.85,500,c,f,0938,100
11/12/21,BOSTON,B,C,580,PYPL,PYPL,12,2021,210.0000,6.000000,C,P,BOXNYA30562,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,29.0000,58.0000,.0000,87.0000,186312651,271,11/12/2021,boston,b,c,pypl,pypl,210,6,580,c,p,0938,87
11/12/21,BOSTON,S,C,580,PYPL,PYPL,12,2021,260.0000,.680000,C,P,BOXNYA30562,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,29.0000,58.0000,.0000,87.0000,186313428,272,11/12/2021,boston,s,c,pypl,pypl,260,0.68,580,c,p,0938,87
11/12/21,BOSTON,B,C,850,TSM,TSM,6,2022,105.0000,18.150000,C,P,BOXNYA59183,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,42.5000,127.5000,.0000,170.0000,186374503,273,11/12/2021,boston,b,c,tsm,tsm,105,18.15,850,c,p,0938,170
11/15/21,BOSTON,B,C,470,LICY,LICY,3,2022,14.0000,1.950000,C,C,BOXNYA229456,,0938,,226,792,oscarg,oscarg,,,,,,,,,,R,.050000000000000,23.5000,.0000,.0000,23.5000,186711065,277,11/15/2021,boston,b,c,licy,licy,14,1.95,470,c,c,0938,23.5
11/15/21,BOSTON,B,C,97,LICY,LICY,3,2022,14.0000,1.950000,C,C,BOXNYA229456,,0938,,226,792,oscarg,oscarg,,,,,,,,,,R,.050000000000000,4.8500,.0000,.0000,4.8500,186711100,278,11/15/2021,boston,b,c,licy,licy,14,1.95,97,c,c,0938,4.85
11/15/21,BOSTON,B,C,83,LICY,LICY,3,2022,14.0000,1.950000,C,C,BOXNYA229456,,0938,,226,792,oscarg,oscarg,,,,,,,,,,R,.050000000000000,4.1500,.0000,.0000,4.1500,186710947,279,11/15/2021,boston,b,c,licy,licy,14,1.95,83,c,c,0938,4.15
11/15/21,BOSTON,B,C,112,RBAC,RBAC,1,2022,10.0000,.400000,C,C,BOXNYA145853,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,5.6000,.0000,.0000,5.6000,186686738,282,11/15/2021,boston,b,c,rbac,rbac,10,0.4,112,c,c,0938,5.6
11/15/21,BOSTON,B,C,28,RBAC,RBAC,1,2022,10.0000,.450000,C,C,BOXNYA145853,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,1.4000,.0000,.0000,1.4000,186686401,283,11/15/2021,boston,b,c,rbac,rbac,10,0.45,28,c,c,0938,1.4
11/15/21,BOSTON,B,C,77,RBAC,RBAC,1,2022,10.0000,.400000,C,C,BOXNYA163496,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,3.8500,.0000,.0000,3.8500,186566616,290,11/15/2021,boston,b,c,rbac,rbac,10,0.4,77,c,c,0938,3.85
11/15/21,BOSTON,B,C,49,RBAC,RBAC,1,2022,10.0000,.400000,C,C,BOXNYA163496,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,2.4500,.0000,.0000,2.4500,186722312,291,11/15/2021,boston,b,c,rbac,rbac,10,0.4,49,c,c,0938,2.45
11/15/21,BOSTON,B,C,12,RBAC,RBAC,1,2022,10.0000,.400000,C,C,BOXNYA163496,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,.6000,.0000,.0000,.6000,186722331,292,11/15/2021,boston,b,c,rbac,rbac,10,0.4,12,c,c,0938,0.6
11/15/21,BOSTON,B,C,20,RBAC,RBAC,1,2022,10.0000,.450000,C,C,BOXNYA163496,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,1.0000,.0000,.0000,1.0000,186722433,293,11/15/2021,boston,b,c,rbac,rbac,10,0.45,20,c,c,0938,1
11/15/21,BOSTON,B,C,13,RBAC,RBAC,1,2022,10.0000,.450000,C,C,BOXNYA163496,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,.6500,.0000,.0000,.6500,186566625,294,11/15/2021,boston,b,c,rbac,rbac,10,0.45,13,c,c,0938,0.65
11/15/21,BOSTON,B,C,2,RBAC,RBAC,1,2022,10.0000,.450000,C,C,BOXNYA163496,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,.1000,.0000,.0000,.1000,186722440,295,11/15/2021,boston,b,c,rbac,rbac,10,0.45,2,c,c,0938,0.1
11/15/21,BOSTON,B,C,12,RBAC,RBAC,1,2022,10.0000,.400000,C,C,BOXNYA178298,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,.6000,.0000,.0000,.6000,186686376,298,11/15/2021,boston,b,c,rbac,rbac,10,0.4,12,c,c,0938,0.6
11/15/21,BOSTON,B,C,3,RBAC,RBAC,1,2022,10.0000,.450000,C,C,BOXNYA178298,,0938,,050,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,.1500,.0000,.0000,.1500,186686422,299,11/15/2021,boston,b,c,rbac,rbac,10,0.45,3,c,c,0938,0.15
11/15/21,BOSTON,B,P,500,SMFR,SMFR,12,2021,5.0000,.150000,C,C,BOXNYA156983,,0938,,226,792,oscarg,oscarg,,,,,,,,,,R,.050000000000000,25.0000,.0000,.0000,25.0000,186627905,300,11/15/2021,boston,b,p,smfr,smfr,5,0.15,500,c,c,0938,25
11/16/21,BOSTON,B,P,75,ABNB,ABNB,4,2022,200.0000,19.100000,C,N,BOXNYA53487,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,3.7500,11.2500,.0000,15.0000,186864664,305,11/16/2021,boston,b,p,abnb,abnb,200,19.1,75,c,n,0938,15
11/16/21,BOSTON,S,C,200,IWM,IWM,3,2022,250.0000,6.440000,C,P,BOXNYA88782,,0938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,A,.050000000000000,10.0000,30.0000,.0000,40.0000,186920171,306,11/16/2021,boston,s,c,iwm,iwm,250,6.44,200,c,p,0938,40
11/16/21,BOSTON,S,C,500,IWM,IWM,3,2022,250.0000,6.440000,C,P,BOXNYA89046,,0938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,A,.050000000000000,25.0000,50.0000,.0000,75.0000,186822973,307,11/16/2021,boston,s,c,iwm,iwm,250,6.44,500,c,p,0938,75
11/17/21,BOSTON,B,P,150,NVDA,NVDA,12,2021,280.0000,9.500000,C,P,BOXNYA21415,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,7.5000,15.0000,.0000,22.5000,187173158,312,11/17/2021,boston,b,p,nvda,nvda,280,9.5,150,c,p,0938,22.5
11/17/21,BOSTON,S,P,900,XLB,XLB,6,2022,75.0000,1.800000,C,P,BOXNYA134714,,0938,,352,792,oscarg,oscarg,,,,,etf,Y,,,,A,.050000000000000,45.0000,135.0000,.0000,180.0000,187226441,313,11/17/2021,boston,s,p,xlb,xlb,75,1.8,900,c,p,0938,180
11/18/21,BOSTON,B,P,450,ARKK,ARKK,12,2021,110.0000,3.360000,C,P,BOXNYA183101,,0938,,444,792,oscarg,oscarg,,,,,etf,Y,,,,A,.050000000000000,22.5000,45.0000,.0000,67.5000,187362261,315,11/18/2021,boston,b,p,arkk,arkk,110,3.36,450,c,p,0938,67.5
11/18/21,BOSTON,S,P,250,JPM,JPM,1,2024,150.0000,20.000000,C,C,BOXNYA202778,,0938,,209,792,oscarg,oscarg,,,,,,Y,,,,R,.050000000000000,12.5000,.0000,.0000,12.5000,187471925,316,11/18/2021,boston,s,p,jpm,jpm,150,20,250,c,c,0938,12.5
11/18/21,BOSTON,B,P,500,XLP,XLP,1,2022,72.0000,1.560000,C,C,BOXNYA141786,,0938,,273,792,oscarg,oscarg,,,,,etf,Y,,,,R,.050000000000000,25.0000,.0000,.0000,25.0000,187535681,319,11/18/2021,boston,b,p,xlp,xlp,72,1.56,500,c,c,0938,25
11/18/21,BOSTON,B,P,156,XLP,XLP,1,2022,72.0000,1.560000,C,C,BOXNYA141786,,0938,,273,792,oscarg,oscarg,,,,,etf,Y,,,,R,.050000000000000,7.8000,.0000,.0000,7.8000,187535725,320,11/18/2021,boston,b,p,xlp,xlp,72,1.56,156,c,c,0938,7.8
11/18/21,BOSTON,S,C,587,ZM,ZM,1,2023,350.0000,24.950000,C,C,BOXNYA74685,,0938,,089,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,29.3500,.0000,.0000,29.3500,187507480,321,11/18/2021,boston,s,c,zm,zm,350,24.95,587,c,c,0938,29.35
11/19/21,BOSTON,B,P,95,GS,GS,9,2022,320.0000,17.000000,C,P,BOXNYA27523,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,4.7500,9.5000,.0000,14.2500,187774492,323,11/19/2021,boston,b,p,gs,gs,320,17,95,c,p,0938,14.25
11/19/21,BOSTON,B,P,1250,IWM,IWM,6,2022,210.0000,8.810000,C,C,BOXNYA58294,,0938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,62.5000,-250.0000,.0000,-187.5000,187822664,324,11/19/2021,boston,b,p,iwm,iwm,210,8.81,1250,c,c,0938,-187.5
11/19/21,BOSTON,B,P,750,IWM,IWM,6,2022,210.0000,8.810000,C,C,BOXNYA58294,,0938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,37.5000,-150.0000,.0000,-112.5000,187822670,325,11/19/2021,boston,b,p,iwm,iwm,210,8.81,750,c,c,0938,-112.5
11/19/21,BOSTON,B,P,500,IWM,IWM,6,2022,210.0000,8.810000,C,C,BOXNYA58294,,0938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,25.0000,-100.0000,.0000,-75.0000,187822612,326,11/19/2021,boston,b,p,iwm,iwm,210,8.81,500,c,c,0938,-75
11/19/21,BOSTON,B,P,250,IWM,IWM,6,2022,210.0000,8.810000,C,C,BOXNYA58294,,0938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,12.5000,-50.0000,.0000,-37.5000,187822370,327,11/19/2021,boston,b,p,iwm,iwm,210,8.81,250,c,c,0938,-37.5
11/19/21,BOSTON,B,P,1000,IWM,IWM,6,2022,210.0000,8.800000,C,P,BOXNYA99806,,0938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,50.0000,500.0000,.0000,550.0000,187706468,328,11/19/2021,boston,b,p,iwm,iwm,210,8.8,1000,c,p,0938,550
11/19/21,BOSTON,B,P,200,JPM,JPM,1,2024,135.0000,14.450000,C,N,BOXNYA150942,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,10.0000,30.0000,.0000,40.0000,187797267,329,11/19/2021,boston,b,p,jpm,jpm,135,14.45,200,c,n,0938,40
11/19/21,BOSTON,B,P,150,JPM,JPM,1,2024,135.0000,14.450000,C,C,BOXNYA150942,,0938,,323,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,7.5000,.0000,.0000,7.5000,187797265,330,11/19/2021,boston,b,p,jpm,jpm,135,14.45,150,c,c,0938,7.5
11/22/21,BOSTON,S,P,200,BBY,BBY,6,2022,110.0000,4.950000,C,N,BOXNYA159474,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,10.0000,30.0000,.0000,40.0000,188093362,331,11/22/2021,boston,s,p,bby,bby,110,4.95,200,c,n,0938,40
11/22/21,BOSTON,S,C,200,BBY,BBY,6,2022,175.0000,4.350000,C,N,BOXNYA159474,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,10.0000,30.0000,.0000,40.0000,188093477,332,11/22/2021,boston,s,c,bby,bby,175,4.35,200,c,n,0938,40
11/22/21,BOSTON,B,C,3000,MU,MU,12,2021,85.0000,3.400000,C,P,BOXNYA170937,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,150.0000,-900.0000,.0000,-750.0000,188099081,333,11/22/2021,boston,b,c,mu,mu,85,3.4,3000,c,p,0938,-750
11/22/21,BOSTON,S,P,3000,MU,MU,12,2021,85.0000,3.630000,C,P,BOXNYA170937,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,150.0000,-900.0000,.0000,-750.0000,188099519,334,11/22/2021,boston,s,p,mu,mu,85,3.63,3000,c,p,0938,-750
