GIVEUP,USER,EXCHANGE,SYMBOL,EXPIRATION,STRIKE,C/P,B/S,FILLED QTY,PREMIUM,DATE,ORDER TYPE,CMTA FIRM,RANGE,ACCOUNT,COMPANY,DEST COMPANY,ELECTRONIC,LEG NUMBER,USER QTY,FIX QTY,HANDLING,CONNECTION,SECURITY TYPE,CROSSING,PENNY,SYMBOL TYPE,PTMID,LINK EXCH,ParentExDestination,ORDERID,REPORTID,CL_ORD_ID,LiquidityFlag,Open_Close,cross_type,custom_billing_tag,BPCR,BPCR$,LF,LF$,MDPT,MDPT$,CAT,CAT$,TOTAL COMMISSIONS,TOTAL EXCHANGE FEES,modifiedUser,modifiedExchange,modifiedSymbol,modifiedExpiration,modifiedDate,modifiedBS,modifiedStrike,modifiedCP,modifiedPremium,modifiedFilledQty,modifiedTotalExchangeFees,modifiedBPCR$,totalCharge
411,oscargruss|WH59,BOX,AAPL,17/09/2021, $110.00 ,P,SELL,"1,000", $6.65 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388207723,1338099726,21637568,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,aapl,9/17/2021,1/29/2021,s,110,p,6.65,1000,0,0,0
411,oscargruss2|GH59,PHLX,ADI,21/01/2022, $105.00 ,P,BUY,300, $6.20 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,X,ISTG,388208133,1338103870,21638086,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|gh59,phlx,adi,1/21/2022,1/29/2021,b,105,p,6.2,300,0,0,0
161,oscargruss|Parallaxobo,PHLX,ADI,21/01/2022, $105.00 ,P,SELL,85, $6.20 ,29/01/2021,Done Away Managed,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,X,ISTG,388208958,1338110094,21638872,,O,,,0.025,2.125, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,phlx,adi,1/21/2022,1/29/2021,s,105,p,6.2,85,0,2.125,2.125
411,oscargruss|XJ59,AMEX,AMZN,19/02/2021," $3,200.00 ",P,SELL,50, $133.50 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388210414,1338124817,21640608,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,amex,amzn,2/19/2021,1/29/2021,s,3200,p,133.5,50,0,0,0
411,oscargruss|GH59,AMEX,BIIB,19/02/2021, $260.00 ,P,BUY,150, $4.10 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388213800,1338161530,21644298,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,biib,2/19/2021,1/29/2021,b,260,p,4.1,150,0,0,0
411,oscargruss|GH59,PHLX,BIIB,19/03/2021, $230.00 ,P,BUY,120, $3.00 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,X,ISTG,388214244,1338165936,21644770,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,phlx,biib,3/19/2021,1/29/2021,b,230,p,3,120,0,0,0
642,oscargruss|JerryKao ,PHLX,CVX,17/06/2022, $52.50 ,P,BUY,200, $2.90 ,29/01/2021,Done Away Managed,742,FIRM,UBS,BLUBS2,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388212567,1338150078,21643010,,O,,,0.025,5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|jerrykao ,phlx,cvx,6/17/2022,1/29/2021,b,52.5,p,2.9,200,0,5,5
161,oscargruss|Parallaxobo,BOX,D,21/01/2022, $55.00 ,P,SELL,900, $2.15 ,29/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,B,ISTG,388208824,1338108991,21638842,,O,,,0.025,22.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,box,d,1/21/2022,1/29/2021,s,55,p,2.15,900,0,22.5,22.5
411,oscargruss|XJ59,AMEX,ETSY,18/06/2021, $180.00 ,P,SELL,150, $22.60 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388209313,1338114864,21639345,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,amex,etsy,6/18/2021,1/29/2021,s,180,p,22.6,150,0,0,0
411,oscargruss|XJ59,AMEX,ETSY,21/01/2022, $180.00 ,P,SELL,150, $34.60 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388209313,1338114866,21639345,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,amex,etsy,1/21/2022,1/29/2021,s,180,p,34.6,150,0,0,0
411,oscargruss|WH59,BOX,FB,21/05/2021, $250.00 ,P,SELL,"1,000", $20.30 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388210262,1338123562,21640464,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,fb,5/21/2021,1/29/2021,s,250,p,20.3,1000,0,0,0
411,oscargruss|GH59,AMEX,FTCH,21/01/2022, $50.00 ,P,SELL,500, $11.10 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388209950,1338120179,21640036,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,ftch,1/21/2022,1/29/2021,s,50,p,11.1,500,0,0,0
161,oscargruss|Parallaxobo,BOX,FXI,17/09/2021, $52.00 ,C,BUY,"2,000", $2.70 ,29/01/2021,Done Away Managed,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388209909,1338119827,21639944,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,box,fxi,9/17/2021,1/29/2021,b,52,c,2.7,2000,0,50,50
161,oscargruss|xyuobo,AMEX,GLD,19/02/2021, $130.00 ,P,BUY,"4,000", $0.03 ,29/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,01-Jan,0,0,129,,Option,0,1,ETF,0,A,ISTG,388210784,1338128591,21640946,,O,,,0.025,100, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,amex,gld,2/19/2021,1/29/2021,b,130,p,0.03,4000,0,100,100
161,oscargruss|xyuobo,AMEX,GLD,19/02/2021, $130.00 ,P,BUY,"2,000", $0.03 ,29/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,01-Jan,0,0,129,,Option,0,1,ETF,0,A,ISTG,388210825,1338128876,21640964,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,amex,gld,2/19/2021,1/29/2021,b,130,p,0.03,2000,0,50,50
411,oscargruss|WH59,AMEX,GOOGL,16/04/2021," $1,800.00 ",P,SELL,70, $101.90 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388208638,1338107524,21638495,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,googl,4/16/2021,1/29/2021,s,1800,p,101.9,70,0,0,0
411,oscargruss|GH59,ISE,ICLN,16/07/2021, $28.00 ,P,SELL,"1,000", $2.90 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,I,ISTG,388210331,1338124624,21640521,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,ise,icln,7/16/2021,1/29/2021,s,28,p,2.9,1000,0,0,0
411,dfilippidis|YWL,AMEX,RSP,17/09/2021, $125.00 ,P,SELL,500, $9.40 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,ETF,0,A,ISTG,388208864,1338109300,21638809,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|ywl,amex,rsp,9/17/2021,1/29/2021,s,125,p,9.4,500,0,0,0
411,dfilippidis|WH59,CBOE,SPX,18/06/2021," $3,100.00 ",P,BUY,150, $88.40 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388214462,1338168084,21645052,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|wh59,cboe,spx,6/18/2021,1/29/2021,b,3100,p,88.4,150,0,0,0
411,dfilippidis|WH59,CBOE,SPX,18/06/2021," $3,100.00 ",P,BUY,50, $88.40 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388214619,1338170222,21645240,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|wh59,cboe,spx,6/18/2021,1/29/2021,b,3100,p,88.4,50,0,0,0
411,oscargruss|GH59,AMEX,TMO,21/01/2022, $490.00 ,P,BUY,50, $53.00 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388208684,1338108529,21638641,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,tmo,1/21/2022,1/29/2021,b,490,p,53,50,0,0,0
411,oscargruss|XJ59,BOX,UBER,17/09/2021, $45.00 ,P,SELL,"1,000", $6.20 ,29/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388212292,1338147022,21642626,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,box,uber,9/17/2021,1/29/2021,s,45,p,6.2,1000,0,0,0
